Station Name,Waterway,Year,Phosphorous_Average,Phosphorous_Min,Phosphorous_Max,x,y,NO2_NO3_Average,NO2_NO3_Min,NO2_NO3_Max,Fecal_Coliform_Average,Fecal_Coliform_Min,Fecal_Coliform_Max,Chlorophyll-A_Average,Chlorophyll-A_Min,Chlorophyll-A_Max,NH3_Average,NH3_Min,NH3_Max,Chloride_Average,Chloride_Min,Chloride_Max,TKN_Average,TKN_Min,TKN_Max,Total_Dissolved_Solids_Average,Total_Dissolved_Solids_Min,Total_Dissolved_Solids_Max,SO4_Average,SO4_Min,SO4_Max,Suspended_Solids_Average,Suspended_Solids_Min,Suspended_Solids_Max,TOC_Average,TOC_Min,TOC_Max
Willow Springs Road,Des Plaines River,2016,0.49,0.25,0.77,-9782918.22214516,5121485.94585754,3.25,1.78,5.57,90.0,9.0,660.0,5.0,1,11.0,0.08,&lt RL,0.18,184.0,110,434.0,1,1,1,674.0,448.0,1144.0,69.0,43,109.0,20,5,36,5,4,7
Albany Avenue,North Branch Chicago River,2015,0.52,0.22,0.85,-9764088.462110575,5156857.124687181,2.78,1.06,6.94,480.0,150.0,6900.0,9.0,2,28.0,0.12,0.06,0.25,247.0,134,308.0,1,1,1,657.0,384.0,842.0,50.0,31,61.0,30,7,87,5,4,7
Archer Avenue,Bubbly Creek,2015,0.57,0.29,0.96,-9758696.948071493,5136817.240627698,2.95,0.04,5.48,65.0,20.0,600000.0,13.0,2,45.0,1.07,0.34,2.1,124.0,93,506.0,2,2,3,531.0,340.0,1108.0,42.0,30,56.0,11,4,18,5,3,9
Arlington Dr.,West Branch DuPage River,2015,2.04,1.16,3.28,-9811547.219382191,5157233.888994125,10.06,4.69,17.52,885.0,200.0,180000.0,12.0,5,31.0,0.37,0.01,1.56,195.0,116,360.0,2,1,3,686.0,494.0,998.0,70.0,56,85.0,24,7,50,7,5,22
Ashland Avenue,Little Calumet River,2015,0.84,0.38,3.45,-9758345.734333793,5108959.791525536,3.76,0.94,10.47,450.0,60.0,20000.0,14.0,2,27.0,0.24,0.11,0.37,201.0,86,495.0,1,1,2,1084.0,422.0,1570.0,317.0,77,544.0,46,9,168,6,4,8
Belmont Avenue,Des Plaines River,2015,0.66,0.18,1.32,-9779371.53102385,5151588.097147647,4.72,1.53,11.65,390.0,60.0,150000.0,15.0,&lt RL,49.0,0.12,0.02,0.27,218.0,134,444.0,1,1,2,734.0,512.0,1036.0,67.0,52,100.0,19,10,41,6,4,10
Brookfield Avenue,Salt Creek,2015,1.05,0.49,1.65,-9778479.118246686,5134478.740255858,5.51,2.91,9.85,505.0,90.0,540000.0,7.0,1,15.0,0.13,0.02,0.22,224.0,147,540.0,1,1,2,791.0,486.0,1318.0,79.0,63,97.0,15,4,36,7,4,27
Burnham Avenue,Grand Calumet River,2015,0.32,0.16,0.49,-9744810.951107476,5105915.20396417,6.11,0.31,9.15,580.0,20.0,2500.0,29.0,1,116.0,0.4,0.04,1.85,149.0,108,178.0,1,1,3,699.0,576.0,834.0,151.0,118,196.0,12,2,29,6,4,9
Cicero Avenue,Chicago Sanitary and Ship Canal,2015,0.68,0.28,1.1,-9767527.508297496,5134013.305608013,4.33,1.76,6.15,155.0,9.0,140000.0,7.0,2,22.0,0.78,0.23,1.48,146.0,68,729.0,2,1,2,625.0,318.0,1458.0,45.0,24,72.0,12,4,27,4,3,5
Cicero Avenue,Calumet-Sag Channel,2015,1.93,0.62,3.74,-9766975.298081215,5109491.834437173,4.34,1.88,8.55,605.0,20.0,7700.0,12.0,1,28.0,0.67,0.2,1.69,160.0,109,248.0,2,1,4,648.0,468.0,892.0,121.0,86,184.0,20,5,56,5,4,6
Dempster St.,North Shore Channel,2015,0.15,0.03,0.72,-9763803.49250606,5167131.2098396,0.64,0.02,4.33,140.0,20.0,2100.0,17.0,2,59.0,0.17,0.05,0.33,16.0,13,149.0,1,0,1,232.0,116.0,478.0,27.0,19,44.0,13,8,21,2,2,3
Devon Avenue,Salt Creek,2015,1.64,0.49,3.54,-9795587.075606022,5159923.790866642,6.95,2.39,15.48,500.0,240.0,5300.0,20.0,6,68.0,0.09,0.04,0.15,232.0,92,547.0,1,1,2,758.0,508.0,1304.0,78.0,61,102.0,11,4,49,5,4,7
Diversey Parkway,North Branch Chicago River,2015,1.19,0.51,2.29,-9760793.273420712,5150867.342273781,6.17,2.88,10.47,4700.0,950.0,31000.0,4.0,1,14.0,0.88,0.17,1.73,160.0,106,1055.0,2,1,3,707.0,386.0,1996.0,55.0,33,87.0,39,8,328,5,3,6
Halsted Street,Little Calumet River,2015,1.62,0.51,2.71,-9756147.689317685,5109826.122291395,5.91,1.47,9.69,2400.0,50.0,39000.0,21.0,1,51.0,0.57,0.09,1.66,156.0,105,266.0,2,1,4,588.0,422.0,804.0,82.0,58,136.0,12,4,28,4,3,6
Harlem Avenue,Chicago Sanitary and Ship Canal,2015,0.66,0.27,1.37,-9774026.337077957,5131234.839862472,5.21,2.82,6.64,3900.0,290.0,88000.0,3.0,1,9.0,0.76,0.09,1.58,150.0,97,483.0,2,1,3,628.0,374.0,1104.0,67.0,37,98.0,6,4,12,5,4,7
Higgins Road,Salt Creek,2015,0.09,0.03,0.15,-9797375.60963822,5165675.359292448,0.18,0.02,0.6,290.0,9.0,230000.0,19.0,12,42.0,0.12,0.03,0.25,298.0,158,845.0,1,1,1,898.0,454.0,1776.0,65.0,41,97.0,24,9,46,7,4,15
Indiana Avenue,Little Calumet River,2015,0.12,0.05,0.27,-9753472.18145782,5108772.571885121,1.94,0.33,4.99,10.0,9.0,290.0,43.0,5,75.0,0.15,0.03,0.39,90.0,62,176.0,1,0,1,430.0,274.0,700.0,78.0,38,141.0,24,10,80,4,2,5
Lockport Powerhouse,Chicago Sanitary and Ship Canal,2015,1.0,0.39,2.42,-9804834.0167114,5096870.642820761,4.83,1.95,8.09,90.0,9.0,5300.0,6.0,0,34.0,0.71,0.16,2.31,168.0,79,794.0,2,1,3,692.0,384.0,1666.0,91.0,41,142.0,9,3,24,4,3,6
Loomis Street,South Branch Chicago River,2015,0.92,0.33,2.05,-9758326.630046986,5137947.951214144,4.95,1.55,9.51,590.0,30.0,43000.0,4.0,1,12.0,1.02,0.24,2.03,132.0,78,443.0,2,1,2,515.0,210.0,998.0,45.0,28,61.0,10,6,17,4,3,5
Material Service Road,Des Plaines River,2015,0.64,0.26,1.09,-9803757.593335949,5100729.017568359,4.66,1.92,11.4,70.0,9.0,3500.0,19.0,0,64.0,0.08,0.02,0.2,267.0,155,464.0,1,1,1,785.0,462.0,1128.0,77.0,58,106.0,16,4,35,5,3,7
Ogden Avenue,Des Plaines River,2015,0.7,0.26,1.09,-9775033.160497827,5134155.08934849,4.16,1.98,7.55,440.0,50.0,200000.0,14.0,1,37.0,0.11,0.03,0.24,208.0,150,511.0,1,1,1,746.0,518.0,1094.0,69.0,56,90.0,17,7,44,6,5,10
Route 83,Calumet-Sag Channel,2015,1.56,0.83,2.32,-9789029.93158179,5115601.921870255,4.72,1.88,10.72,90.0,10.0,2600.0,16.0,0,54.0,0.49,0.07,1.04,161.0,100,310.0,1,1,3,671.0,424.0,956.0,117.0,65,179.0,15,5,37,5,4,6
Springinsguth Rd.,West Branch Du Page River,2015,0.16,0.06,0.3,-9809372.143319122,5162219.006850576,0.41,0.1,0.84,5800.0,300.0,1100000.0,21.0,2,57.0,0.34,0.01,0.58,273.0,158,711.0,2,1,2,901.0,552.0,1630.0,62.0,13,110.0,13,5,20,43,8,294
Stephen Street,Chicago Sanitary and Ship Canal,2015,0.98,0.44,1.54,-9796052.154215598,5113077.68374999,4.68,1.65,7.27,315.0,20.0,19000.0,7.0,2,21.0,0.85,0.22,1.69,144.0,98,546.0,2,1,3,657.0,334.0,1262.0,76.0,42,111.0,13,5,27,5,4,5
Touhy Avenue,North Shore Channel,2015,1.49,0.42,2.7,-9763880.193364626,5162772.158302309,6.03,2.91,10.91,7800.0,3400.0,25000.0,2.0,0,7.0,1.55,0,2.84,143.0,75,777.0,2,1,4,656.0,284.0,1540.0,51.0,26,71.0,8,4,13,4,3,6
Wells Street,Chicago River,2015,0.34,0.04,0.86,-9755339.676982597,5144145.544547021,2.06,0.27,4.75,3800.0,160.0,43000.0,2.0,1,8.0,0.44,0.07,1.56,56.0,14,406.0,1,0,2,381.0,138.0,966.0,33.0,19,52.0,8,2,18,3,2,4
Wille Road,Higgins Creek,2015,0.66,0.28,1.51,-9789066.534741784,5163778.873133089,6.35,3.52,9.57,205.0,9.0,84000.0,3.0,1,9.0,0.38,0.11,1.3,211.0,132,406.0,1,1,3,752.0,484.0,936.0,85.0,58,99.0,4,2,7,5,4,7
Willow Springs Road,Des Plaines River,2015,0.64,0.24,0.95,-9782918.22214516,5121485.94585754,4.5,2.22,12.16,140.0,10.0,1100.0,13.0,2,38.0,0.13,0.04,0.25,206.0,131,399.0,1,1,1,712.0,450.0,1082.0,71.0,55,87.0,15,5,23,6,4,7
Albany Avenue,North Branch Chicago River,2014,0.52,0.34,0.85,-9764088.462110575,5156857.124687181,3.99,1.4,9.55,600.0,200.0,11000.0,14.0,2,63.0,0.13,0.06,0.35,295.0,187,894.0,1,1,1,920.0,514.0,1788.0,59.0,41,77.0,21,2,53,4,3,5
Archer Avenue,Bubbly Creek,2014,0.47,0.26,0.91,-9758696.948071493,5136817.240627698,2.44,0.03,6.25,310.0,10.0,310000.0,29.0,1,70.0,0.99,0.28,2.15,116.0,80,519.0,2,1,3,578.0,314.0,1216.0,43.0,31,59.0,15,4,40,5,3,9
Arlington Dr.,West Branch DuPage River,2014,2.01,0.61,3.33,-9811547.219382191,5157233.888994125,11.81,7.23,16.43,3300.0,20.0,42000.0,18.0,4,46.0,0.49,0.09,1.48,175.0,130,422.0,2,1,3,709.0,484.0,966.0,76.0,53,96.0,30,12,104,6,5,7
Ashland Avenue,Little Calumet River,2014,0.53,0.29,1.3,-9758345.734333793,5108959.791525536,3.33,0.87,6.38,1100.0,180.0,3500.0,10.0,4,25.0,0.21,0.08,0.48,183.0,58,280.0,1,1,2,811.0,264.0,1272.0,245.0,43,538.0,55,7,206,6,5,11
Belmont Avenue,Des Plaines River,2014,0.63,0.33,1.23,-9779371.53102385,5151588.097147647,4.35,0.18,8.8,250.0,70.0,2900.0,9.0,0,33.0,0.11,0.03,0.19,198.0,175,495.0,1,1,1,736.0,544.0,1206.0,70.0,47,102.0,18,3,36,6,4,8
Brookfield Avenue,Salt Creek,2014,0.89,0.43,1.64,-9778479.118246686,5134478.740255858,5.54,2.4,11.52,630.0,99.0,4900.0,11.0,3,28.0,0.13,0.03,0.26,201.0,168,475.0,1,1,1,752.0,532.0,1186.0,89.0,59,118.0,14,4,40,5,4,7
Burnham Avenue,Grand Calumet River,2014,0.68,0.25,1.72,-9744810.951107476,5105915.20396417,2.03,0.07,7.88,865.0,50.0,570000.0,18.0,0,89.0,1.85,0.3,4.19,107.0,59,120.0,3,1,5,626.0,298.0,802.0,127.0,43,215.0,11,3,38,8,4,14
Cicero Avenue,Chicago Sanitary and Ship Canal,2014,0.58,0.29,1.34,-9767527.508297496,5134013.305608013,4.33,1.68,10.21,270.0,9.0,700.0,8.0,1,38.0,0.78,0.29,1.44,115.0,69,547.0,1,1,2,598.0,292.0,1240.0,47.0,34,63.0,11,7,20,4,3,5
Cicero Avenue,Calumet-Sag Channel,2014,1.49,0.57,2.72,-9766975.298081215,5109491.834437173,4.16,1.58,7.8,1500.0,130.0,53000.0,8.0,1,25.0,0.44,0.26,0.91,145.0,68,334.0,1,1,2,601.0,308.0,820.0,109.0,43,174.0,32,14,111,5,3,6
Dempster St.,North Shore Channel,2014,0.18,0.05,0.48,-9763803.49250606,5167131.2098396,0.47,0.05,2.43,270.0,9.0,36000.0,67.0,1,296.0,0.43,0.12,0.84,24.0,15,391.0,1,0,3,325.0,164.0,910.0,34.0,21,67.0,14,7,26,3,2,7
Devon Avenue,Salt Creek,2014,1.35,0.39,3.02,-9795587.075606022,5159923.790866642,8.39,3.77,15.82,500.0,20.0,8000.0,13.0,6,24.0,0.12,0.06,0.29,197.0,160,759.0,1,1,1,874.0,520.0,1606.0,79.0,50,102.0,9,3,18,5,4,6
Diversey Parkway,North Branch Chicago River,2014,1.13,0.48,1.92,-9760793.273420712,5150867.342273781,7.01,2.39,9.85,5700.0,2000.0,53000.0,3.0,1,9.0,1.63,0.37,5.06,151.0,119,560.0,3,1,5,639.0,446.0,1196.0,53.0,39,64.0,12,5,24,5,4,7
Elmhurst Road,Higgins Creek,2014,0.13,0.08,0.27,-9789503.463971144,5164194.269628853,0.23,0.11,0.34,1285.0,100.0,5400.0,22.0,6,48.0,0.08,&lt RL,0.15,525.0,214,1025.0,1,1,1,1196.0,530.0,2008.0,49.0,22,77.0,13,6,23,4,3,7
Halsted Street,Little Calumet River,2014,1.73,0.43,3.42,-9756147.689317685,5109826.122291395,5.19,0.87,9.48,1800.0,110.0,30000.0,9.0,0,30.0,0.57,0.24,1.62,141.0,103,385.0,1,1,2,621.0,412.0,896.0,85.0,54,115.0,14,4,33,4,3,6
Harlem Avenue,Chicago Sanitary and Ship Canal,2014,0.69,0.21,1.93,-9774026.337077957,5131234.839862472,5.83,3.6,9.68,2000.0,550.0,7500.0,4.0,0,18.0,0.63,0.21,1.85,143.0,110,601.0,1,1,3,674.0,448.0,1276.0,74.0,54,101.0,7,4,10,4,4,5
Higgins Road,Salt Creek,2014,0.12,0.09,0.16,-9797375.60963822,5165675.359292448,0.15,0.01,0.41,40.0,9.0,53000.0,24.0,9,61.0,0.09,0.03,0.19,302.0,215,747.0,1,1,2,940.0,618.0,1540.0,70.0,42,99.0,20,8,38,6,4,7
Indiana Avenue,Little Calumet River,2014,0.37,0.07,1.89,-9753472.18145782,5108772.571885121,1.85,0.26,4.82,30.0,10.0,5700.0,19.0,0,52.0,0.29,0.07,0.87,121.0,47,199.0,1,0,2,450.0,260.0,606.0,60.0,1,114.0,17,4,31,3,2,5
Lockport Powerhouse,Chicago Sanitary and Ship Canal,2014,0.82,0.13,1.84,-9804834.0167114,5096870.642820761,4.7,1.29,8.21,270.0,9.0,63000.0,5.0,0,17.0,0.83,0.35,2.18,148.0,73,866.0,2,0,4,706.0,308.0,1706.0,93.0,47,131.0,10,3,47,4,3,6
Loomis Street,South Branch Chicago River,2014,0.59,0.34,1.09,-9758326.630046986,5137947.951214144,4.35,2.13,7.64,445.0,60.0,900.0,4.0,1,23.0,0.7,0.33,1.54,143.0,50,469.0,1,1,2,562.0,272.0,1098.0,46.0,28,60.0,11,7,13,4,3,5
Material Service Road,Des Plaines River,2014,0.62,0.33,1.04,-9803757.593335949,5100729.017568359,4.4,1.84,10.39,60.0,9.0,1100.0,18.0,2,63.0,0.07,0.03,0.25,201.0,141,477.0,1,1,1,749.0,450.0,1164.0,78.0,43,120.0,13,6,26,5,4,7
Ogden Avenue,Des Plaines River,2014,0.65,0.36,1.19,-9775033.160497827,5134155.08934849,4.38,2.19,8.59,380.0,80.0,5000.0,13.0,1,34.0,0.07,0.04,0.12,196.0,170,366.0,1,1,1,705.0,548.0,960.0,74.0,42,105.0,16,5,35,6,5,7
Route 83,Calumet-Sag Channel,2014,1.47,0.56,2.6,-9789029.93158179,5115601.921870255,3.77,1.28,7.59,550.0,30.0,12000.0,7.0,2,17.0,0.51,0.31,0.91,156.0,72,377.0,1,1,2,609.0,308.0,808.0,107.0,54,191.0,23,10,62,5,3,6
Springinsguth Rd.,West Branch Du Page River,2014,0.18,0.1,0.34,-9809372.143319122,5162219.006850576,0.58,0.11,1.27,7750.0,700.0,72000.0,15.0,2,45.0,0.26,0.06,0.6,284.0,156,615.0,2,1,2,937.0,524.0,1402.0,84.0,39,157.0,11,3,32,11,3,16
Stephen Street,Chicago Sanitary and Ship Canal,2014,0.76,0.35,1.5,-9796052.154215598,5113077.68374999,4.64,3.2,7.59,360.0,140.0,860.0,5.0,1,18.0,0.87,0.4,1.98,144.0,106,550.0,2,1,4,670.0,458.0,1242.0,88.0,62,149.0,12,4,27,5,4,5
Touhy Avenue,North Shore Channel,2014,1.37,0.59,2.81,-9763880.193364626,5162772.158302309,6.48,3.76,10.19,11500.0,4700.0,110000.0,1.0,0,3.0,1.73,0.21,4.66,132.0,80,480.0,3,1,7,560.0,194.0,1054.0,48.0,38,62.0,9,4,15,5,4,6
Wells Street,Chicago River,2014,0.32,0.07,0.8,-9755339.676982597,5144145.544547021,2.35,0.2,5.91,690.0,99.0,2000.0,3.0,1,12.0,0.42,0.05,1.15,72.0,16,370.0,1,0,3,379.0,168.0,884.0,35.0,20,51.0,12,4,44,3,2,5
Wille Road,Higgins Creek,2014,1.13,0.46,1.93,-9789066.534741784,5163778.873133089,11.12,5.47,14.83,205.0,9.0,5800.0,3.0,1,7.0,0.26,0.1,0.64,242.0,145,363.0,1,1,2,754.0,536.0,912.0,92.0,52,108.0,2,1,5,5,4,6
Willow Springs Road,Des Plaines River,2014,0.6,0.33,0.85,-9782918.22214516,5121485.94585754,4.04,1.95,6.57,60.0,10.0,2000.0,15.0,2,40.0,0.07,0.03,0.12,201.0,165,380.0,1,1,1,722.0,532.0,976.0,76.0,52,117.0,13,6,22,5,5,7
Albany Avenue,North Branch Chicago River,2013,0.47,0.26,0.82,-9764088.462110575,5156857.124687181,3.5,1.26,6.9,460.0,200.0,22000.0,11.0,3,34.0,0.16,0.04,0.37,222.0,23,635.0,1,1,1,756.0,372.0,1238.0,50.0,30,66.0,29,6,93,4,3,5
Archer Avenue,Bubbly Creek,2013,0.36,0.27,0.54,-9758696.948071493,5136817.240627698,2.87,1.28,4.84,70.0,9.0,750000.0,18.0,3,76.0,1.48,0.7,2.08,95.0,57,473.0,2,1,5,522.0,264.0,1124.0,42.0,26,61.0,13,8,26,5,3,8
Arlington Dr.,West Branch DuPage River,2013,1.95,0.81,3.11,-9811547.219382191,5157233.888994125,12.23,6.58,18.2,1035.0,30.0,33000.0,18.0,6,59.0,0.38,0.09,0.9,135.0,85,565.0,2,1,2,645.0,418.0,1262.0,67.0,33,94.0,28,11,61,6,5,7
Ashland Avenue,Little Calumet River,2013,1.04,0.23,3.09,-9758345.734333793,5108959.791525536,4.47,1.77,8.06,440.0,60.0,6000.0,17.0,3,52.0,0.31,0.1,0.86,127.0,89,467.0,1,1,2,907.0,448.0,1592.0,260.0,93,400.0,31,7,88,5,4,6
Belmont Avenue,Des Plaines River,2013,0.75,0.28,1.5,-9779371.53102385,5151588.097147647,5.99,2.42,13.37,550.0,140.0,7000.0,10.0,1,30.0,0.14,0.06,0.23,175.0,110,549.0,1,1,1,681.0,408.0,1296.0,69.0,43,93.0,16,4,39,6,4,9
Brookfield Avenue,Salt Creek,2013,0.92,0.43,1.69,-9778479.118246686,5134478.740255858,5.99,2.72,10.3,480.0,180.0,200000.0,5.0,1,15.0,0.15,0.07,0.27,169.0,106,717.0,1,1,1,744.0,386.0,1562.0,74.0,49,101.0,20,4,62,8,3,39
Burnham Avenue,Grand Calumet River,2013,0.61,0.25,1.05,-9744810.951107476,5105915.20396417,0.46,0.04,1.31,470.0,40.0,230000.0,30.0,1,162.0,1.93,0.71,2.97,125.0,35,175.0,3,2,4,774.0,256.0,1042.0,161.0,41,246.0,14,8,24,10,7,12
Cicero Avenue,Chicago Sanitary and Ship Canal,2013,0.65,0.3,1.01,-9767527.508297496,5134013.305608013,4.95,2.7,7.28,285.0,30.0,100000.0,7.0,2,26.0,0.86,0.4,1.92,106.0,61,403.0,2,1,4,528.0,274.0,1028.0,43.0,29,62.0,13,5,22,4,3,6
Cicero Avenue,Calumet-Sag Channel,2013,1.69,0.41,3.9,-9766975.298081215,5109491.834437173,4.75,2.18,8.46,3000.0,840.0,4100.0,5.0,0,11.0,0.58,0.2,1.01,118.0,71,240.0,2,1,4,624.0,426.0,874.0,118.0,76,167.0,21,10,47,5,4,7
Dempster St.,North Shore Channel,2013,0.23,0.07,0.69,-9763803.49250606,5167131.2098396,1.46,0.16,6.13,130.0,40.0,130000.0,12.0,1,37.0,0.45,0.07,1.28,24.0,13,539.0,1,0,3,425.0,162.0,1156.0,32.0,20,57.0,21,5,72,3,2,5
Devon Avenue,Salt Creek,2013,1.51,0.61,3.29,-9795587.075606022,5159923.790866642,8.41,3.93,15.57,1000.0,50.0,7200.0,12.0,3,51.0,0.17,0.06,0.34,176.0,139,595.0,1,1,2,722.0,490.0,1366.0,68.0,47,95.0,15,5,41,6,4,7
Diversey Parkway,North Branch Chicago River,2013,1.07,0.45,1.74,-9760793.273420712,5150867.342273781,6.19,2.6,10.18,2500.0,270.0,260000.0,4.0,1,8.0,0.81,0.19,1.74,127.0,78,453.0,2,1,4,554.0,352.0,938.0,44.0,33,55.0,22,7,79,5,3,7
Elmhurst Road,Higgins Creek,2013,0.1,0.04,0.19,-9789503.463971144,5164194.269628853,0.3,0.19,0.48,4335.0,20.0,29000.0,13.0,7,19.0,0.12,0.04,0.31,304.0,81,815.0,1,1,1,837.0,280.0,1614.0,43.0,14,78.0,42,9,121,5,1,10
Halsted Street,Little Calumet River,2013,2.19,0.84,3.97,-9756147.689317685,5109826.122291395,5.59,2.22,9.35,1100.0,390.0,4400.0,5.0,2,20.0,0.57,0.11,1.0,132.0,62,327.0,2,1,6,589.0,368.0,926.0,83.0,48,114.0,11,5,19,5,3,6
Harlem Avenue,Chicago Sanitary and Ship Canal,2013,0.72,0.16,1.74,-9774026.337077957,5131234.839862472,7.14,4.98,12.52,2600.0,130.0,8000.0,6.0,1,29.0,0.98,0.26,3.89,128.0,81,313.0,2,1,4,560.0,356.0,808.0,60.0,42,84.0,9,4,17,5,4,5
Higgins Road,Salt Creek,2013,0.11,0.07,0.19,-9797375.60963822,5165675.359292448,0.16,0.02,0.33,65.0,9.0,2600.0,32.0,15,51.0,0.12,0.04,0.24,193.0,120,519.0,1,1,1,695.0,448.0,1220.0,62.0,40,126.0,21,9,39,6,4,7
Indiana Avenue,Little Calumet River,2013,0.51,0.06,2.23,-9753472.18145782,5108772.571885121,1.59,0.26,5.46,50.0,20.0,280.0,7.0,2,13.0,0.3,0.1,0.89,68.0,35,220.0,1,0,1,365.0,232.0,708.0,50.0,27,99.0,16,7,40,3,2,5
Lockport Powerhouse,Chicago Sanitary and Ship Canal,2013,0.89,0.25,1.91,-9804834.0167114,5096870.642820761,5.97,3.05,11.45,85.0,9.0,19000.0,5.0,1,16.0,0.62,0.2,1.82,130.0,72,679.0,1,1,2,625.0,342.0,1380.0,86.0,49,117.0,10,3,29,5,3,6
Loomis Street,South Branch Chicago River,2013,0.68,0.28,1.3,-9758326.630046986,5137947.951214144,5.63,3,9.41,270.0,70.0,3300.0,4.0,1,17.0,0.78,0.38,2.05,125.0,52,376.0,1,1,3,525.0,258.0,952.0,44.0,26,63.0,11,3,19,4,3,5
Material Service Road,Des Plaines River,2013,0.66,0.31,1.42,-9803757.593335949,5100729.017568359,4.9,2.28,10.69,75.0,9.0,1400.0,18.0,3,48.0,0.08,0.03,0.15,174.0,96,677.0,1,1,1,685.0,370.0,1430.0,69.0,47,95.0,19,4,34,5,4,7
Ogden Avenue,Des Plaines River,2013,0.82,0.36,1.55,-9775033.160497827,5134155.08934849,5.85,2.83,12.54,280.0,140.0,3100.0,9.0,1,24.0,0.14,0.06,0.3,172.0,115,642.0,1,1,1,701.0,424.0,1414.0,71.0,49,97.0,18,5,36,5,4,8
Route 83,Calumet-Sag Channel,2013,1.5,0.56,3.12,-9789029.93158179,5115601.921870255,4.38,1.86,8.36,20.0,9.0,1300.0,4.0,1,9.0,0.49,0.24,0.98,117.0,77,246.0,1,1,3,623.0,416.0,888.0,114.0,67,176.0,18,7,41,5,4,6
Springinsguth Rd.,West Branch Du Page River,2013,0.22,0.08,0.44,-9809372.143319122,5162219.006850576,0.49,0.23,0.82,8900.0,950.0,140000.0,26.0,3,58.0,0.78,0.05,2.82,210.0,99,485.0,3,1,7,744.0,364.0,1278.0,67.0,17,157.0,37,7,197,11,8,13
Stephen Street,Chicago Sanitary and Ship Canal,2013,1.02,0.28,1.84,-9796052.154215598,5113077.68374999,6.24,4.07,9.94,515.0,60.0,9800.0,6.0,1,19.0,0.64,0.33,1.32,143.0,86,323.0,1,1,2,598.0,382.0,892.0,82.0,60,101.0,13,7,24,5,4,6
Touhy Avenue,North Shore Channel,2013,1.16,0.3,1.88,-9763880.193364626,5162772.158302309,6.19,2.89,9.2,12000.0,2700.0,30000.0,6.0,0,45.0,1.07,0.06,3.22,108.0,44,294.0,2,1,4,476.0,278.0,718.0,41.0,28,50.0,10,3,28,5,3,7
Wells Street,Chicago River,2013,0.57,0.17,1.27,-9755339.676982597,5144145.544547021,4.46,1.46,9.93,540.0,80.0,500000.0,3.0,1,9.0,0.84,0.24,2.39,76.0,35,349.0,2,1,6,451.0,250.0,858.0,39.0,25,61.0,10,3,22,4,2,7
Wille Road,Higgins Creek,2013,1.12,0.17,2.36,-9789066.534741784,5163778.873133089,9.08,4.31,15.34,760.0,20.0,10000.0,3.0,0,8.0,0.38,0.17,1.01,160.0,107,502.0,1,1,2,747.0,422.0,1168.0,80.0,38,113.0,7,2,55,5,2,8
Willow Springs Road,Des Plaines River,2013,0.67,0.31,1.17,-9782918.22214516,5121485.94585754,4.79,2.65,8.4,110.0,40.0,3100.0,10.0,2,26.0,0.13,0.08,0.2,172.0,107,648.0,1,1,1,701.0,392.0,1488.0,70.0,47,98.0,16,7,24,5,4,8
130th Street,Calumet River,2012,0.04,0.02,0.1,-9748530.69045206,5110104.230203494,0.55,0.28,0.7,10.0,9.0,20.0,3.0,1,5.0,0.17,0.09,0.25,152.0,47,172.0,0,0,1,468.0,286.0,540.0,64.0,30,79.0,3,1,6,3,2,4
170th Street,Thorn Creek,2012,1.1,0.32,3.13,-9748874.28283881,5099238.777878965,6.44,2.5,11.4,1250.0,270.0,12000.0,7.0,3,12.0,0.15,0.09,0.19,216.0,154,340.0,1,1,1,1127.0,718.0,2004.0,438.0,165,970.0,25,13,48,5,4,8
Albany Avenue,North Branch Chicago River,2012,0.61,0.24,1.33,-9764088.462110575,5156857.124687181,4.4,1.09,6.47,295.0,50.0,2700.0,9.0,0,32.0,0.11,0.03,0.2,236.0,129,755.0,1,1,1,786.0,468.0,1516.0,56.0,38,76.0,11,3,26,4,3,6
Archer Avenue,Bubbly Creek,2012,0.65,0.22,1.09,-9758696.948071493,5136817.240627698,4.24,0.02,7.95,140.0,60.0,570000.0,14.0,0,28.0,1.32,0.49,4.64,96.0,67,670.0,3,1,8,514.0,296.0,1172.0,41.0,30,60.0,17,7,47,6,3,22
Arlington Dr.,West Branch DuPage River,2012,2.36,0.56,3.37,-9811547.219382191,5157233.888994125,12.65,3.76,18.98,525.0,160.0,6700.0,16.0,5,32.0,0.2,0.09,0.32,147.0,107,340.0,1,1,2,630.0,500.0,996.0,63.0,41,76.0,33,8,64,6,4,12
Arlington Heights Road,Salt Creek,2012,1.4,0.41,4.5,-9796254.99295483,5162818.28541295,7.75,3.6,17.32,500.0,40.0,2300.0,9.0,3,22.0,0.14,0.05,0.28,296.0,125,391.0,1,1,2,838.0,558.0,1022.0,76.0,71,82.0,7,3,11,5,4,7
Ashland Avenue,Calumet-Sag Channel,2012,2.51,1.29,3.92,-9758306.686186207,5109440.062465825,5.38,3.02,10.15,720.0,280.0,3500.0,9.0,2,23.0,0.33,0.09,0.56,165.0,78,333.0,1,1,2,747.0,580.0,994.0,111.0,52,160.0,12,4,20,5,4,6
Ashland Avenue,Little Calumet River,2012,1.08,0.27,4.02,-9758345.734333793,5108959.791525536,4.49,1.8,11.52,360.0,110.0,16000.0,11.0,2,41.0,0.19,0.04,0.32,146.0,80,323.0,1,1,1,923.0,552.0,1656.0,269.0,110,712.0,26,2,115,5,3,8
