Station Name,Station Description,Parameter Description,Units,Year,Result Count,Result Min,Result Max,Result Median,Waterway,x,y
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2002,12,60,730,290,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Fecal Coliform ,CFU/100mL,2002,12,170,5100,595,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2002,12,9,830,100,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Fecal Coliform ,CFU/100mL,2002,11,260,15000,3400,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Fecal Coliform ,CFU/100mL,2002,11,9,8800,180,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2002,12,180,48000,560,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Fecal Coliform ,CFU/100mL,2002,12,110,33000,740,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Fecal Coliform ,CFU/100mL,2002,9,10,4300,120,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2002,12,9,900,105,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,Chicago Sanitary and Ship Canal at Route 83,Fecal Coliform ,CFU/100mL,2002,12,9,2500,635,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2002,12,70,2000,465,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Stephen Street,Des Plaines River at Stephen Street,Fecal Coliform ,CFU/100mL,2002,12,9,6800,335,Des Plaines River,-9796385.089554068,5113414.579669373
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2002,12,2900,21000,8600,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Fecal Coliform ,CFU/100mL,2002,12,20,34000,2150,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2002,12,50,7700,270,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Fecal Coliform ,CFU/100mL,2002,11,370,2800,960,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2002,12,9,20000,1200,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2002,10,50,12000,150,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Fecal Coliform ,CFU/100mL,2002,12,1700,17000,7750,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Fecal Coliform ,CFU/100mL,2002,12,40,2000,525,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Fecal Coliform ,CFU/100mL,2001,10,10,1200,65,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Fecal Coliform ,CFU/100mL,2001,10,160,11000,910,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2001,10,450,42000,2200,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2001,10,230,1300000,545,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Fecal Coliform ,CFU/100mL,2001,10,20,4400,335,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2001,9,150,97000,1200,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Fecal Coliform ,CFU/100mL,2001,10,270,19000,2700,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2001,10,210,1400,295,Des Plaines River,-9779371.53102385,5151588.097147647
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Fecal Coliform ,CFU/100mL,2001,9,1,240,40,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2001,9,80,250000,2000,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Fecal Coliform ,CFU/100mL,2001,9,4,5200,730,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2001,10,40,35000,150,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2001,10,50,5100,1250,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster Street,North Branch Chicago River at Dempster Street,Fecal Coliform ,CFU/100mL,2001,10,230,94000,935,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2001,10,160,4600,1450,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2001,10,890,15000,3850,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Fecal Coliform ,CFU/100mL,2001,5,1100,2400,2000,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2001,9,9,40000,860,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Fecal Coliform ,CFU/100mL,2001,10,9,110,15,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Fecal Coliform ,CFU/100mL,2001,10,6000,15000,8850,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Fecal Coliform ,CFU/100mL,2001,10,50,21000,505,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Fecal Coliform ,CFU/100mL,2001,10,150,22000,725,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Fecal Coliform ,CFU/100mL,2001,10,60,12000,1050,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Fecal Coliform ,CFU/100mL,2001,10,540,5200,1900,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2001,10,50,20000,4200,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2001,10,200,25000,5400,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2001,10,10,410,40,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2001,8,9,2900,745,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Fecal Coliform ,CFU/100mL,2001,10,210,6000,1150,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Fecal Coliform ,CFU/100mL,2001,10,9,60000,25,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Fecal Coliform ,CFU/100mL,2001,10,370,4100,1590,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2001,10,450,2200,1005,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Skokie River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2001,10,480,11000,1050,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2001,10,90,1200,190,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2001,9,50,1200,210,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2001,45,10,50000,210,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2001,9,40,130000,280,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Fecal Coliform ,CFU/100mL,2001,10,220,37000,1100,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2001,45,20,10000,270,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Fecal Coliform ,CFU/100mL,2001,10,20,5800,1100,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Fecal Coliform ,CFU/100mL,2001,10,180,2400,310,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2001,10,10,2500,500,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Fecal Coliform ,CFU/100mL,2001,10,10,2500,525,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Fecal Coliform ,CFU/100mL,2001,10,10,1400,125,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2001,10,9,3900,270,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,Chicago Sanitary and Ship Canal at Route 83,Fecal Coliform ,CFU/100mL,2001,10,260,43000,1715,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Stephen Street,Des Plaines River at Stephen Street,Fecal Coliform ,CFU/100mL,2001,10,20,900,285,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2001,10,60,37000,545,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2001,10,10,12000,8000,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Fecal Coliform ,CFU/100mL,2001,10,130,5600,840,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2001,7,9,850,460,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Fecal Coliform ,CFU/100mL,2001,10,460,8000,2150,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2001,10,9,3400,405,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2001,10,9,1600,230,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Fecal Coliform ,CFU/100mL,2001,10,5000,12000,6200,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Fecal Coliform ,CFU/100mL,2001,10,40,2500,355,Salt Creek,-9785016.345950183,5134927.534095098
