Station Number,Station Name,Station Description,Parameter Description,Units of Measure,Result Count,Year,Result Average,Result Min,Result Max,Waterway,x,y
99,Archer Avenue,Bubbly Creek at Archer Avenue,"Phosphorous, total",mg/L,12,2008,0.58,0.32,1.33,Bubbly Creek,-9758696.948071491,5136817.240627698
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,"Phosphorous, total",mg/L,12,2008,0.24,0.07,0.47,Salt Creek,-9796254.99295483,5162818.28541295
57,Ashland Avenue,Little Calumet River at Ashland Avenue,"Phosphorous, total",mg/L,10,2008,0.99,0.33,2.95,Little Calumet River,-9758345.734333793,5108959.791525536
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,"Phosphorous, total",mg/L,12,2008,1.96,0.5,6.32,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
19,Belmont Avenue,Des Plaines River at Belmont Avenue,"Phosphorous, total",mg/L,12,2008,0.74,0.25,1.65,Des Plaines River,-9779371.53102385,5151588.097147647
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,"Phosphorous, total",mg/L,11,2008,0.73,0.37,1.4,Salt Creek,-9778479.118246686,5134478.740255858
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,"Phosphorous, total",mg/L,12,2008,0.03,0.01,0.08,Wolf Lake Drain,-9744778.986089032,5110875.941051556
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,"Phosphorous, total",mg/L,10,2008,0.86,0.23,1.64,Grand Calumet River,-9744810.951107476,5105915.20396417
35,Central Street,North Shore Channel at Central Street,"Phosphorous, total",mg/L,9,2008,0.05,&lt RL,0.16,North Shore Channel,-9761286.946422856,5170628.6171330195
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,"Phosphorous, total",mg/L,11,2008,1.8,0.59,3.57,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,"Phosphorous, total",mg/L,12,2008,0.65,0.19,1.2,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,"Phosphorous, total",mg/L,12,2008,0.65,0.23,1.56,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
34,Dempster Street,North Branch Chicago River at Dempster Street,"Phosphorous, total",mg/L,11,2008,0.62,0.22,1.39,North Branch Chicago River,-9772519.197048591,5167261.607014383
18,Devon Avenue,Salt Creek at Devon Avenue,"Phosphorous, total",mg/L,12,2008,0.24,0.06,0.5,Salt Creek,-9795587.075606022,5159923.790866642
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,"Phosphorous, total",mg/L,12,2008,0.89,0.43,1.56,North Branch Chicago River,-9760793.273420712,5150867.342273781
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,"Phosphorous, total",mg/L,11,2008,1.22,0.19,2.88,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
77,Elmhurst Road,Higgins Creek at Elmhurst Road,"Phosphorous, total",mg/L,5,2008,0.09,0.05,0.15,Higgins Creek,-9789503.463971145,5164194.269628853
49,Ewing Avenue,Calumet River at Ewing Avenue,"Phosphorous, total",mg/L,9,2008,0.03,0.01,0.09,Calumet River,-9745075.86152176,5120263.120285954
101,Foster Avenue,North Shore Channel at Foster Avenue,"Phosphorous, total",mg/L,12,2008,1.08,0.59,1.82,North Shore Channel,-9763248.504184216,5157380.484896455
105,Frontage Road,Skokie River at Frontage Road,"Phosphorous, total",mg/L,12,2008,0.83,0.23,2.12,Skokie River,-9769467.187323028,5174142.560835846
104,Glenview Road,North Branch Chicago River at Glenview Road,"Phosphorous, total",mg/L,12,2008,0.68,0.21,1.72,North Branch Chicago River,-9770990.71844705,5171319.185344051
103,Golf Road,West Fork North Branch Chicago River at Golf Road,"Phosphorous, total",mg/L,10,2008,0.42,0.25,0.81,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
46,Grand Avenue,North Branch Chicago River at Grand Avenue,"Phosphorous, total",mg/L,12,2008,0.79,0.39,1.33,North Branch Chicago River,-9756156.248665709,5144758.297382973
76,Halsted Street,Little Calumet River at Halsted Street,"Phosphorous, total",mg/L,12,2008,2.03,0.82,6.73,Little Calumet River,-9756147.689317683,5109826.122291395
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,"Phosphorous, total",mg/L,12,2008,0.85,0.21,2.25,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
79,Higgins Road,Salt Creek at Higgins Road,"Phosphorous, total",mg/L,9,2008,0.13,0.06,0.17,Salt Creek,-9797375.60963822,5165675.359292448
56,Indiana Avenue,Little Calumet River at Indiana Avenue,"Phosphorous, total",mg/L,9,2008,0.38,0.05,1.37,Little Calumet River,-9753472.181457821,5108772.571885121
54,Joe Orr Road,Thorn Creek at Joe Orr Road,"Phosphorous, total",mg/L,9,2008,2.66,1.43,6.35,Thorn Creek,-9754419.852949658,5089457.720876058
74,Lake Shore Drive,Chicago River at Lake Shore Drive,"Phosphorous, total",mg/L,10,2008,0.12,0.04,0.27,Chicago River,-9753112.184339533,5144283.186382862
64,Lake Street,West Branch Du Page River at Lake Street,"Phosphorous, total",mg/L,12,2008,2.12,0.34,3.72,West Branch Du Page River,-9810939.89297938,5157781.364521299
32,Lake-Cook Road,Skokie River at Lake-Cook Road,"Phosphorous, total",mg/L,10,2008,0.15,0.08,0.32,Skokie River,-9773171.65434657,5183881.030230567
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,"Phosphorous, total",mg/L,10,2008,0.23,0.07,1.03,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,"Phosphorous, total",mg/L,12,2008,0.93,0.2,2.6,Des Plaines River,-9786103.272410415,5183885.200209065
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,"Phosphorous, total",mg/L,11,2008,0.1,0.04,0.19,Buffalo Creek,-9792683.493154097,5183751.728609537
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Phosphorous, total",mg/L,51,2008,0.96,0.24,2.17,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
108,Loomis Street,South Branch Chicago River at Loomis Street,"Phosphorous, total",mg/L,11,2008,0.61,0.19,1.21,South Branch Chicago River,-9758326.630046986,5137947.951214144
39,Madison Street,South Branch Chicago River at Madison Street,"Phosphorous, total",mg/L,12,2008,0.66,0.24,1.22,South Branch Chicago River,-9755836.894673718,5143332.001117509
91,Material Service Road,Des Plaines River at Material Service Road,"Phosphorous, total",mg/L,12,2008,0.68,0.29,1.2,Des Plaines River,-9803757.593335949,5100729.017568359
17,Oakton Street,Des Plaines River at Oakton Street,"Phosphorous, total",mg/L,11,2008,0.78,0.21,1.98,Des Plaines River,-9782189.77125312,5164756.208222484
102,Oakton Street,North Shore Channel at Oakton Street,"Phosphorous, total",mg/L,11,2008,0.47,0.01,1.86,North Shore Channel,-9763838.713194087,5164984.791142569
22,Ogden Avenue,Des Plaines River at Ogden Avenue,"Phosphorous, total",mg/L,11,2008,0.68,0.23,1.29,Des Plaines River,-9775033.160497827,5134155.08934849
20,Roosevelt Road,Des Plaines River at Roosevelt Road,"Phosphorous, total",mg/L,12,2008,0.7,0.22,1.46,Des Plaines River,-9776892.815460142,5140724.864266957
90,Route 19,Poplar Creek at Route 19,"Phosphorous, total",mg/L,11,2008,0.09,0.01,0.2,Poplar Creek,-9823047.74711789,5165577.94301833
43,Route 83,Calumet-Sag Channel at Route 83,"Phosphorous, total",mg/L,10,2008,1.38,0.95,2.73,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,"Phosphorous, total",mg/L,12,2008,0.86,0.32,1.56,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,"Phosphorous, total",mg/L,11,2008,0.24,0.09,0.84,West Branch Du Page River,-9809372.143319122,5162219.006850576
29,Stephen Street,Des Plaines River at Stephen Street,"Phosphorous, total",mg/L,12,2008,0.7,0.29,1.25,Des Plaines River,-9796385.089554068,5113414.579669373
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,"Phosphorous, total",mg/L,12,2008,0.93,0.33,1.47,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
36,Touhy Avenue,North Shore Channel at Touhy Avenue,"Phosphorous, total",mg/L,12,2008,1.04,0.52,1.87,North Shore Channel,-9763880.193364626,5162772.158302309
89,Walnut Street,West Branch Du Page River at Walnut Street,"Phosphorous, total",mg/L,12,2008,2.42,0.34,4.02,West Branch Du Page River,-9811290.549648687,5160344.011074602
100,Wells Street,Chicago River at Wells Street,"Phosphorous, total",mg/L,12,2008,0.34,0.03,0.8,Chicago River,-9755339.676982595,5144145.544547021
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,"Phosphorous, total",mg/L,10,2008,0.59,0.3,0.85,Little Calumet River,-9743762.861862704,5099049.677060608
78,Wille Road,Higgins Creek at Wille Road,"Phosphorous, total",mg/L,12,2008,1.18,0.36,2.32,Higgins Creek,-9789066.534741784,5163778.873133089
23,Willow Springs Road,Des Plaines River at Willow Springs Road,"Phosphorous, total",mg/L,11,2008,0.66,0.23,1.18,Des Plaines River,-9782918.22214516,5121485.94585754
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,"Phosphorous, total",mg/L,12,2008,0.96,0.4,1.58,North Branch Chicago River,-9762427.895694703,5155720.021993471
24,Wolf Road,Salt Creek at Wolf Road,"Phosphorous, total",mg/L,12,2008,0.76,0.35,1.42,Salt Creek,-9785016.345950183,5134927.534095098
55,130th Street,Calumet River at 130th Street,"Phosphorous, total",mg/L,10,2007,0.04,0.01,0.06,Calumet River,-9748530.69045206,5110104.230203494
97,170th Street,Thorn Creek at 170th Street,"Phosphorous, total",mg/L,11,2007,1.48,0.39,3.77,Thorn Creek,-9748874.28283881,5099238.777878965
96,Albany Avenue,North Branch Chicago River at Albany Avenue,"Phosphorous, total",mg/L,11,2007,0.81,0.2,1.85,North Branch Chicago River,-9764088.462110577,5156857.124687181
99,Archer Avenue,Bubbly Creek at Archer Avenue,"Phosphorous, total",mg/L,11,2007,0.61,0.14,1.28,Bubbly Creek,-9758696.948071491,5136817.240627698
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,"Phosphorous, total",mg/L,12,2007,0.51,0.08,2.86,Salt Creek,-9796254.99295483,5162818.28541295
57,Ashland Avenue,Little Calumet River at Ashland Avenue,"Phosphorous, total",mg/L,11,2007,0.83,0.39,1.7,Little Calumet River,-9758345.734333793,5108959.791525536
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,"Phosphorous, total",mg/L,11,2007,0.96,0.47,1.35,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
19,Belmont Avenue,Des Plaines River at Belmont Avenue,"Phosphorous, total",mg/L,11,2007,0.74,0.25,1.41,Des Plaines River,-9779371.53102385,5151588.097147647
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,"Phosphorous, total",mg/L,11,2007,0.76,0.27,1.19,Salt Creek,-9778479.118246686,5134478.740255858
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,"Phosphorous, total",mg/L,11,2007,0.05,0.02,0.07,Wolf Lake Drain,-9744778.986089032,5110875.941051556
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,"Phosphorous, total",mg/L,10,2007,1.21,0.27,3.93,Grand Calumet River,-9744810.951107476,5105915.20396417
35,Central Street,North Shore Channel at Central Street,"Phosphorous, total",mg/L,9,2007,0.07,0.01,0.19,North Shore Channel,-9761286.946422856,5170628.6171330195
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,"Phosphorous, total",mg/L,12,2007,0.76,0.42,1.42,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,"Phosphorous, total",mg/L,11,2007,0.99,0.53,1.76,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,"Phosphorous, total",mg/L,12,2007,0.69,0.39,1.31,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
34,Dempster Street,North Branch Chicago River at Dempster Street,"Phosphorous, total",mg/L,11,2007,0.88,0.21,2.02,North Branch Chicago River,-9772519.197048591,5167261.607014383
18,Devon Avenue,Salt Creek at Devon Avenue,"Phosphorous, total",mg/L,12,2007,0.55,0.09,2.87,Salt Creek,-9795587.075606022,5159923.790866642
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,"Phosphorous, total",mg/L,12,2007,1.11,0.44,1.87,North Branch Chicago River,-9760793.273420712,5150867.342273781
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,"Phosphorous, total",mg/L,4,2007,1.04,0.28,2.17,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
77,Elmhurst Road,Higgins Creek at Elmhurst Road,"Phosphorous, total",mg/L,5,2007,0.11,0.05,0.16,Higgins Creek,-9789503.463971145,5164194.269628853
49,Ewing Avenue,Calumet River at Ewing Avenue,"Phosphorous, total",mg/L,10,2007,0.03,0.01,0.06,Calumet River,-9745075.86152176,5120263.120285954
101,Foster Avenue,North Shore Channel at Foster Avenue,"Phosphorous, total",mg/L,12,2007,1.45,0.72,2.12,North Shore Channel,-9763248.504184216,5157380.484896455
105,Frontage Road,Skokie River at Frontage Road,"Phosphorous, total",mg/L,11,2007,1.25,0.26,2.67,Skokie River,-9769467.187323028,5174142.560835846
104,Glenview Road,North Branch Chicago River at Glenview Road,"Phosphorous, total",mg/L,11,2007,1.03,0.19,2.32,North Branch Chicago River,-9770990.71844705,5171319.185344051
103,Golf Road,West Fork North Branch Chicago River at Golf Road,"Phosphorous, total",mg/L,11,2007,0.67,0.21,1.91,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
46,Grand Avenue,North Branch Chicago River at Grand Avenue,"Phosphorous, total",mg/L,11,2007,1.11,0.4,2.35,North Branch Chicago River,-9756156.248665709,5144758.297382973
76,Halsted Street,Little Calumet River at Halsted Street,"Phosphorous, total",mg/L,11,2007,1.04,0.72,1.36,Little Calumet River,-9756147.689317683,5109826.122291395
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,"Phosphorous, total",mg/L,12,2007,1.01,0.25,2.15,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
79,Higgins Road,Salt Creek at Higgins Road,"Phosphorous, total",mg/L,10,2007,0.13,0.11,0.15,Salt Creek,-9797375.60963822,5165675.359292448
56,Indiana Avenue,Little Calumet River at Indiana Avenue,"Phosphorous, total",mg/L,9,2007,0.19,0.05,0.45,Little Calumet River,-9753472.181457821,5108772.571885121
54,Joe Orr Road,Thorn Creek at Joe Orr Road,"Phosphorous, total",mg/L,10,2007,2.33,0.64,3.66,Thorn Creek,-9754419.852949658,5089457.720876058
74,Lake Shore Drive,Chicago River at Lake Shore Drive,"Phosphorous, total",mg/L,11,2007,0.17,0.03,0.41,Chicago River,-9753112.184339533,5144283.186382862
64,Lake Street,West Branch Du Page River at Lake Street,"Phosphorous, total",mg/L,12,2007,2.06,0.34,3.86,West Branch Du Page River,-9810939.89297938,5157781.364521299
32,Lake-Cook Road,Skokie River at Lake-Cook Road,"Phosphorous, total",mg/L,10,2007,0.17,0.1,0.27,Skokie River,-9773171.65434657,5183881.030230567
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,"Phosphorous, total",mg/L,10,2007,0.18,0.08,0.35,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,"Phosphorous, total",mg/L,12,2007,0.93,0.24,1.75,Des Plaines River,-9786103.272410415,5183885.200209065
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,"Phosphorous, total",mg/L,9,2007,0.17,0.08,0.31,Buffalo Creek,-9792683.493154097,5183751.728609537
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Phosphorous, total",mg/L,51,2007,0.85,0.34,2.09,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
108,Loomis Street,South Branch Chicago River at Loomis Street,"Phosphorous, total",mg/L,12,2007,0.68,0.38,1.45,South Branch Chicago River,-9758326.630046986,5137947.951214144
39,Madison Street,South Branch Chicago River at Madison Street,"Phosphorous, total",mg/L,11,2007,0.71,0.31,1.6,South Branch Chicago River,-9755836.894673718,5143332.001117509
91,Material Service Road,Des Plaines River at Material Service Road,"Phosphorous, total",mg/L,11,2007,0.73,0.28,1.27,Des Plaines River,-9803757.593335949,5100729.017568359
102,Oakton Street,North Shore Channel at Oakton Street,"Phosphorous, total",mg/L,12,2007,0.54,0.03,1.76,North Shore Channel,-9763838.713194087,5164984.791142569
17,Oakton Street,Des Plaines River at Oakton Street,"Phosphorous, total",mg/L,11,2007,0.77,0.24,1.61,Des Plaines River,-9782189.77125312,5164756.208222484
22,Ogden Avenue,Des Plaines River at Ogden Avenue,"Phosphorous, total",mg/L,11,2007,0.7,0.26,1.15,Des Plaines River,-9775033.160497827,5134155.08934849
20,Roosevelt Road,Des Plaines River at Roosevelt Road,"Phosphorous, total",mg/L,11,2007,0.7,0.27,1.23,Des Plaines River,-9776892.815460142,5140724.864266957
90,Route 19,Poplar Creek at Route 19,"Phosphorous, total",mg/L,12,2007,0.1,0.03,0.17,Poplar Creek,-9823047.74711789,5165577.94301833
42,Route 83,Chicago Sanitary and Ship Canal at Route 83,"Phosphorous, total",mg/L,11,2007,0.83,0.37,2.38,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
43,Route 83,Calumet-Sag Channel at Route 83,"Phosphorous, total",mg/L,11,2007,1.04,0.45,1.86,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,"Phosphorous, total",mg/L,10,2007,0.18,0.11,0.28,West Branch Du Page River,-9809372.143319122,5162219.006850576
29,Stephen Street,Des Plaines River at Stephen Street,"Phosphorous, total",mg/L,11,2007,0.72,0.26,1.2,Des Plaines River,-9796385.089554068,5113414.579669373
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,"Phosphorous, total",mg/L,11,2007,0.96,0.55,1.77,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
36,Touhy Avenue,North Shore Channel at Touhy Avenue,"Phosphorous, total",mg/L,12,2007,1.39,0.63,2.19,North Shore Channel,-9763880.193364626,5162772.158302309
89,Walnut Street,West Branch Du Page River at Walnut Street,"Phosphorous, total",mg/L,12,2007,2.46,0.16,4.13,West Branch Du Page River,-9811290.549648687,5160344.011074602
100,Wells Street,Chicago River at Wells Street,"Phosphorous, total",mg/L,11,2007,0.32,0.03,0.82,Chicago River,-9755339.676982595,5144145.544547021
52,Wentworth Avenue,Little Calumet River at Wentworth Avenue,"Phosphorous, total",mg/L,10,2007,0.64,0.38,1.04,Little Calumet River,-9743762.861862704,5099049.677060608
78,Wille Road,Higgins Creek at Wille Road,"Phosphorous, total",mg/L,12,2007,0.81,0.3,1.66,Higgins Creek,-9789066.534741784,5163778.873133089
23,Willow Springs Road,Des Plaines River at Willow Springs Road,"Phosphorous, total",mg/L,11,2007,0.65,0.25,1.13,Des Plaines River,-9782918.22214516,5121485.94585754
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,"Phosphorous, total",mg/L,12,2007,1.29,0.46,1.89,North Branch Chicago River,-9762427.895694703,5155720.021993471
24,Wolf Road,Salt Creek at Wolf Road,"Phosphorous, total",mg/L,11,2007,0.84,0.28,1.41,Salt Creek,-9785016.345950183,5134927.534095098
55,130th Street,Calumet River at 130th Street,"Phosphorous, total",mg/L,11,2006,0.06,0.01,0.12,Calumet River,-9748530.69045206,5110104.230203494
97,170th Street,Thorn Creek at 170th Street,"Phosphorous, total",mg/L,11,2006,1.17,0.53,2.02,Thorn Creek,-9748874.28283881,5099238.777878965
96,Albany Avenue,North Branch Chicago River at Albany Avenue,"Phosphorous, total",mg/L,12,2006,0.76,0.34,1.39,North Branch Chicago River,-9764088.462110577,5156857.124687181
99,Archer Avenue,Bubbly Creek at Archer Avenue,"Phosphorous, total",mg/L,7,2006,0.59,0.31,1.25,Bubbly Creek,-9758696.948071491,5136817.240627698
80,Arlington Heights Road,Salt Creek at Arlington Heights Road,"Phosphorous, total",mg/L,12,2006,1.79,0.47,3.13,Salt Creek,-9796254.99295483,5162818.28541295
58,Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,"Phosphorous, total",mg/L,11,2006,1.76,0.75,3.72,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
57,Ashland Avenue,Little Calumet River at Ashland Avenue,"Phosphorous, total",mg/L,11,2006,0.76,0.41,1.15,Little Calumet River,-9758345.734333793,5108959.791525536
19,Belmont Avenue,Des Plaines River at Belmont Avenue,"Phosphorous, total",mg/L,12,2006,0.82,0.35,1.65,Des Plaines River,-9779371.53102385,5151588.097147647
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,"Phosphorous, total",mg/L,12,2006,1.35,0.47,2.18,Salt Creek,-9778479.118246686,5134478.740255858
50,Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,"Phosphorous, total",mg/L,11,2006,0.05,0.02,0.08,Wolf Lake Drain,-9744778.986089032,5110875.941051556
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,"Phosphorous, total",mg/L,11,2006,0.7,0.39,1.22,Grand Calumet River,-9744810.951107476,5105915.20396417
35,Central Street,North Shore Channel at Central Street,"Phosphorous, total",mg/L,9,2006,0.07,0.04,0.12,North Shore Channel,-9761286.946422856,5170628.6171330195
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,"Phosphorous, total",mg/L,12,2006,0.66,0.37,1.3,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,"Phosphorous, total",mg/L,11,2006,1.8,0.93,3.54,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
40,Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,"Phosphorous, total",mg/L,12,2006,0.7,0.29,1.29,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
34,Dempster Street,North Branch Chicago River at Dempster Street,"Phosphorous, total",mg/L,12,2006,0.84,0.29,1.77,North Branch Chicago River,-9772519.197048591,5167261.607014383
18,Devon Avenue,Salt Creek at Devon Avenue,"Phosphorous, total",mg/L,12,2006,1.88,0.53,3.12,Salt Creek,-9795587.075606022,5159923.790866642
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,"Phosphorous, total",mg/L,12,2006,0.99,0.57,1.66,North Branch Chicago River,-9760793.273420712,5150867.342273781
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,"Phosphorous, total",mg/L,5,2006,0.96,0.51,2.04,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
77,Elmhurst Road,Higgins Creek at Elmhurst Road,"Phosphorous, total",mg/L,7,2006,0.13,0.02,0.17,Higgins Creek,-9789503.463971145,5164194.269628853
49,Ewing Avenue,Calumet River at Ewing Avenue,"Phosphorous, total",mg/L,11,2006,0.05,0.01,0.1,Calumet River,-9745075.86152176,5120263.120285954
101,Foster Avenue,North Shore Channel at Foster Avenue,"Phosphorous, total",mg/L,12,2006,1.38,0.65,2.25,North Shore Channel,-9763248.504184216,5157380.484896455
105,Frontage Road,Skokie River at Frontage Road,"Phosphorous, total",mg/L,12,2006,1.17,0.36,2.72,Skokie River,-9769467.187323028,5174142.560835846
104,Glenview Road,North Branch Chicago River at Glenview Road,"Phosphorous, total",mg/L,12,2006,0.94,0.28,2.47,North Branch Chicago River,-9770990.71844705,5171319.185344051
103,Golf Road,West Fork North Branch Chicago River at Golf Road,"Phosphorous, total",mg/L,12,2006,0.57,0.27,0.97,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
46,Grand Avenue,North Branch Chicago River at Grand Avenue,"Phosphorous, total",mg/L,12,2006,1,0.48,1.61,North Branch Chicago River,-9756156.248665709,5144758.297382973
76,Halsted Street,Little Calumet River at Halsted Street,"Phosphorous, total",mg/L,11,2006,1.84,0.73,3.93,Little Calumet River,-9756147.689317683,5109826.122291395
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,"Phosphorous, total",mg/L,12,2006,0.82,0.33,1.34,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
79,Higgins Road,Salt Creek at Higgins Road,"Phosphorous, total",mg/L,9,2006,0.15,0.08,0.29,Salt Creek,-9797375.60963822,5165675.359292448
56,Indiana Avenue,Little Calumet River at Indiana Avenue,"Phosphorous, total",mg/L,11,2006,0.36,0.07,1.17,Little Calumet River,-9753472.181457821,5108772.571885121
54,Joe Orr Road,Thorn Creek at Joe Orr Road,"Phosphorous, total",mg/L,9,2006,2.04,1.2,2.86,Thorn Creek,-9754419.852949658,5089457.720876058
74,Lake Shore Drive,Chicago River at Lake Shore Drive,"Phosphorous, total",mg/L,11,2006,0.13,0.01,0.35,Chicago River,-9753112.184339533,5144283.186382862
64,Lake Street,West Branch Du Page River at Lake Street,"Phosphorous, total",mg/L,12,2006,1.91,0.98,3.22,West Branch Du Page River,-9810939.89297938,5157781.364521299
12,Lake-Cook Road,Buffalo Creek at Lake-Cook Road,"Phosphorous, total",mg/L,9,2006,0.12,0.08,0.18,Buffalo Creek,-9792683.493154097,5183751.728609537
13,Lake-Cook Road,Des Plaines River at Lake-Cook Road,"Phosphorous, total",mg/L,12,2006,1.07,0.43,1.92,Des Plaines River,-9786103.272410415,5183885.200209065
31,Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,"Phosphorous, total",mg/L,11,2006,0.16,0.05,0.35,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
32,Lake-Cook Road,Skokie River at Lake-Cook Road,"Phosphorous, total",mg/L,12,2006,0.6,0.12,2.4,Skokie River,-9773171.65434657,5183881.030230567
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Phosphorous, total",mg/L,51,2006,0.93,0.26,1.61,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
108,Loomis Street,South Branch Chicago River at Loomis Street,"Phosphorous, total",mg/L,12,2006,0.72,0.3,1.3,South Branch Chicago River,-9758326.630046986,5137947.951214144
39,Madison Street,South Branch Chicago River at Madison Street,"Phosphorous, total",mg/L,12,2006,0.66,0.34,1.31,South Branch Chicago River,-9755836.894673718,5143332.001117509
91,Material Service Road,Des Plaines River at Material Service Road,"Phosphorous, total",mg/L,12,2006,0.92,0.36,1.27,Des Plaines River,-9803757.593335949,5100729.017568359
102,Oakton Street,North Shore Channel at Oakton Street,"Phosphorous, total",mg/L,12,2006,0.63,0.06,1.75,North Shore Channel,-9763838.713194087,5164984.791142569
17,Oakton Street,Des Plaines River at Oakton Street,"Phosphorous, total",mg/L,12,2006,0.87,0.37,1.41,Des Plaines River,-9782189.77125312,5164756.208222484
22,Ogden Avenue,Des Plaines River at Ogden Avenue,"Phosphorous, total",mg/L,12,2006,0.92,0.36,1.4,Des Plaines River,-9775033.160497827,5134155.08934849
20,Roosevelt Road,Des Plaines River at Roosevelt Road,"Phosphorous, total",mg/L,12,2006,0.7,0.33,1.04,Des Plaines River,-9776892.815460142,5140724.864266957
90,Route 19,Poplar Creek at Route 19,"Phosphorous, total",mg/L,12,2006,0.12,0.05,0.36,Poplar Creek,-9823047.74711789,5165577.94301833
